"","SN01_1","SN02_1","SN09_1","SN12_1","SN17_1","SN11","SN06_1","SN16_1","SN18_2","SN15_1","SN05_1","SN08","SN13_4","SN04_1","SN10_1"
"ENSG00000134463",2,11,223,132,4,89,28,115,71,0,592,1,21,73,3
"ENSG00000148426",179,454,478,218,162,318,168,244,153,314,267,322,167,183,174
"ENSG00000148429",11977,4217,10276,6942,9208,4910,5345,4008,4284,5864,8705,7241,2591,2085,1727
"ENSG00000181192",1736,2756,1645,2002,2029,1496,1635,2773,2086,2786,2457,2763,1257,1432,1607
"ENSG00000065665",360,708,543,236,194,220,209,320,234,192,530,261,196,356,354
"ENSG00000151465",1478,1712,2081,1110,1371,548,451,1352,809,1828,4116,2164,528,655,560
"ENSG00000151461",2630,3300,2500,3190,4094,2351,2231,2229,3054,2827,6340,3157,1798,2189,2551
"ENSG00000165609",1421,1814,1515,878,1421,604,620,1281,918,1610,2635,1747,622,1153,352
"ENSG00000183049",4435,26705,11677,16713,15441,15216,13120,11125,8554,12017,17910,10618,20944,21491,8802
"ENSG00000123240",896,3054,2048,2647,4431,2010,1884,2084,2212,2201,2116,1547,1748,1929,2689
"ENSG00000151468",204,714,1310,87,28,32,60,124,79,39,413,165,241,67,25
"ENSG00000065328",793,592,731,339,265,382,236,338,434,487,1020,447,251,225,252
"ENSG00000107537",250,551,517,525,1148,292,304,798,633,1061,984,426,266,408,303
"ENSG00000086475",1586,1770,1742,1254,1400,723,609,1507,1296,1408,2792,1937,583,826,572
"ENSG00000165626",712,1840,1237,1474,2407,964,986,1767,1139,1489,1859,1685,453,712,812
"ENSG00000165630",1145,1051,1022,1336,1742,1345,1363,1076,1399,1026,1843,1490,1240,1093,1058
"ENSG00000151474",519,1097,1101,746,277,1333,1402,908,937,417,609,991,1317,689,584
"ENSG00000065809",628,1608,2596,1599,1722,896,1413,1887,1276,1674,3039,1225,812,1839,1486
"ENSG00000176244",35,42,104,32,14,11,2,36,29,39,123,44,0,20,4
"ENSG00000185267",50,129,42,68,68,72,53,32,52,46,55,39,36,58,39
"ENSG00000284024",1058,1321,1540,991,1360,862,803,712,942,1184,986,1445,606,871,705
"ENSG00000152455",917,759,605,204,345,146,210,513,208,401,1543,378,162,393,132
"ENSG00000152457",793,1816,1230,721,1318,788,873,207,760,644,1279,873,467,694,738
"ENSG00000197889",0,6,6,3,6,3,0,0,2,0,2,0,10,3,6
"ENSG00000187522",586,520,652,448,801,238,292,479,373,558,1481,679,194,456,397
"ENSG00000152464",324,429,319,346,339,358,316,364,451,283,442,349,346,282,275
"ENSG00000152465",283,871,937,531,1166,572,569,415,662,456,1181,452,656,653,784
"ENSG00000148468",5870,11133,4833,5746,10326,4462,6167,6595,5277,7005,11644,8591,7686,6343,6036
"ENSG00000077943",510,424,683,255,327,237,634,673,498,345,924,183,500,1360,337
"ENSG00000148481",1002,1200,1235,1278,2062,1074,885,978,1083,1316,2601,1487,733,1232,900
"ENSG00000107611",67,261,121,89,160,89,318,148,221,20,195,206,334,216,158
"ENSG00000165983",491,638,1014,918,516,361,385,685,751,794,1428,735,343,522,505
"ENSG00000165985",6,7,7,3,7,6,0,7,5,3,3,8,0,8,0
"ENSG00000148484",2057,1262,1843,2065,1297,1078,873,1466,873,2541,1506,1173,545,1515,1083
"ENSG00000107614",655,837,400,449,815,203,333,607,253,426,1669,639,282,513,306
"ENSG00000148488",3,2,7,2,3,3,3,2,0,2,23,2,4,39,16
"ENSG00000165996",16,67,95,53,65,66,12,193,25,52,292,32,25,27,13
"ENSG00000026025",2334,8741,4863,1235,2248,823,2924,4809,1390,903,5360,1510,7587,6705,1242
"ENSG00000136738",760,1266,1298,1012,1314,555,477,1173,675,1222,1717,1045,265,528,388
"ENSG00000148483",222,5527,2283,1462,2336,3469,5073,7548,3916,1428,1115,2720,2278,5122,4090
"ENSG00000260314",61,382,512,163,165,202,230,400,272,121,300,257,427,646,283
"ENSG00000165995",337,589,254,643,986,1683,1669,1119,889,852,722,881,1202,706,831
"ENSG00000241058",970,1396,892,1073,1848,1100,1018,781,1007,854,1402,939,727,896,849
"ENSG00000165997",3387,4865,5548,2737,4514,981,903,5143,1739,3230,6900,4114,607,1588,1104
"ENSG00000204740",468,4063,58,285,6537,4,120,99,193,6,310,282,6,23,16
"ENSG00000120594",947,11531,1275,1208,2597,2194,3217,1548,1983,1873,4226,630,2050,1845,1728
"ENSG00000078114",6499,7927,6399,7240,6168,3003,1802,6138,3774,7185,8129,11752,1122,1188,842
"ENSG00000180592",2,31,14,0,2,0,29,6,11,0,6,0,10,13,0
"ENSG00000078403",2127,3855,2599,2236,3197,1715,1937,2181,2337,1856,3845,2312,1658,1816,1563
"ENSG00000136770",881,993,1364,1534,2018,1168,1042,1312,1404,1315,2723,792,1172,1467,1303
"ENSG00000269897",0,0,0,0,0,0,11,17,0,12,0,19,1,0,11
"ENSG00000148444",388,742,676,546,1069,278,401,666,433,640,1258,779,273,577,323
"ENSG00000168283",1134,1899,1888,614,1182,522,488,1268,812,1227,2262,1953,522,924,531
"ENSG00000150867",454,1181,975,720,995,388,568,1080,635,619,1075,583,537,1131,591
"ENSG00000165309",8,0,2,3,0,7,0,60,0,0,0,0,2,0,1
"ENSG00000148450",661,496,734,525,571,378,293,854,440,766,1036,1087,365,265,258
"ENSG00000179133",145,11,0,47,28,6,12,12,0,38,2,21,0,5,2
"ENSG00000165312",512,1011,421,1066,1652,380,542,1756,470,1183,1022,919,719,587,249
"ENSG00000120549",6950,10056,11519,9902,10304,7769,7136,8256,6329,7304,2905,5826,7107,4961,6817
"ENSG00000099256",368,533,619,455,590,288,159,360,386,565,322,380,137,289,163
"ENSG00000151023",54,16,45,90,47,21,25,27,18,84,13,29,2,30,5
"ENSG00000185875",556,538,461,437,731,265,105,404,621,606,1063,740,150,217,89
"ENSG00000107863",6032,6810,6746,9614,12526,6448,6771,7098,7314,8409,12438,6518,5301,5775,5575
"ENSG00000151025",37,171,369,44,26,69,27,28,22,51,15,8,79,22,3
"ENSG00000095777",33,65,13,2,8,10,46,19,33,7,12,0,233,213,83
"ENSG00000077420",55,485,167,109,264,75,240,218,132,53,240,49,252,580,249
"ENSG00000136754",1599,3392,2188,3027,4880,1305,1294,2947,2110,2252,3681,2342,724,1667,1023
"ENSG00000148459",959,931,963,708,1185,438,533,710,680,805,3067,1054,487,660,583
"ENSG00000107890",1280,1185,1282,1597,2377,1660,1086,1583,1925,1605,2321,1326,943,1149,1175
"ENSG00000136758",4198,6134,5960,4350,7237,2211,1967,5533,3479,6809,12254,7926,1543,3244,2396
"ENSG00000107897",998,2863,1986,2427,5875,1880,1265,2561,1688,4096,6276,3210,1055,1397,1007
"ENSG00000120539",595,756,1154,737,1462,558,355,844,612,1055,2385,854,396,516,559
"ENSG00000150051",18,91,51,27,13,6,17,13,2,24,25,42,24,16,0
"ENSG00000169126",0,36,4,6,2,3,1,9,11,0,5,6,7,4,10
"ENSG00000099246",1475,1123,1709,1790,3466,755,814,1084,1331,2227,4465,1976,655,1298,1068
"ENSG00000150054",830,695,2397,1642,2584,755,797,1214,1068,1189,3965,2505,511,686,643
"ENSG00000095739",906,229,417,53,203,150,83,555,300,310,448,521,87,176,64
"ENSG00000095787",10207,15563,10998,10096,16286,7491,8457,10568,8719,9308,19716,7598,5030,9281,7028
"ENSG00000165757",333,1655,882,137,101,72,195,261,180,59,466,145,556,188,103
"ENSG00000197321",5274,13177,7450,8559,7834,10599,9620,7511,7742,7605,5330,5751,17012,9054,9252
"ENSG00000107951",2080,2468,2010,1842,2069,1275,1211,2054,1690,2098,3082,2084,1061,1247,961
"ENSG00000107968",815,1120,714,756,964,426,544,1235,525,361,1058,679,580,547,442
"ENSG00000183621",188,336,293,391,443,288,344,302,333,302,487,259,99,173,167
"ENSG00000148516",483,961,1139,293,567,277,392,650,491,210,1466,396,626,645,355
"ENSG00000165322",3135,3785,4178,3886,7544,2484,2801,3046,3141,3694,6199,4517,1907,2389,2525
"ENSG00000170759",11491,11961,22807,19476,23537,6563,4947,11775,10032,20617,30306,18806,3787,8122,6225
"ENSG00000120616",3122,3904,2451,2852,5183,2138,2101,2665,3067,2754,5120,4086,1699,3033,2216
"ENSG00000099250",996,3446,1411,522,798,414,853,1150,718,273,1727,419,1112,1266,542
"ENSG00000216937",324,553,316,673,1257,504,754,655,730,573,926,574,378,596,396
"ENSG00000150093",10019,15215,19033,10318,13918,5496,3807,12976,8107,13287,21668,18235,4248,8621,5882
"ENSG00000148498",3082,4527,3266,3642,3955,4373,4028,3496,3763,3892,5699,3957,4673,2770,3567
"ENSG00000108094",1233,1352,1351,1597,1888,706,746,1404,1028,1581,2409,1945,583,953,701
"ENSG00000095794",234,427,407,165,198,105,104,403,153,150,514,223,180,190,142
"ENSG00000177291",4,0,0,2,4,15,8,0,7,0,2,0,14,3,0
"ENSG00000177283",58,885,372,165,158,398,127,122,154,324,248,146,492,319,444
"ENSG00000108100",10320,19691,12601,12825,17260,8387,8733,10002,8295,10756,19613,8395,7166,11562,7249
"ENSG00000175395",311,446,349,344,629,180,232,177,332,228,585,235,210,342,176
"ENSG00000198105",1881,1643,908,1879,1658,1121,1295,1005,1610,1643,1546,1238,1256,1108,680
